group,id,course,semester,grade
1,721,Art and Expression in a Post-Apocalyptic World,1,9.6
1,721,Combat Tactics and Self-Defense,2,16
1,721,Combat Tactics and Self-Defense,2,13
1,721,Combat Tactics and Self-Defense,2,13
1,721,Combat Tactics and Self-Defense,2,13
1,721,Combat Tactics and Self-Defense,2,12
1,721,Combat Tactics and Self-Defense,2,17
1,721,Combat Tactics and Self-Defense,2,9
1,721,Community Building and Social Organization,1,10
1,721,Community Building and Social Organization,1,8
1,721,Community Building and Social Organization,1,11
1,721,Mechanical Engineering and Vehicle Repair,1,10
1,721,Mechanical Engineering and Vehicle Repair,1,10
1,721,Mechanical Engineering and Vehicle Repair,1,10
1,721,Mechanical Engineering and Vehicle Repair,1,11
1,721,Mechanical Engineering and Vehicle Repair,1,11
1,721,Moral Philosophy and Ethical Decision-Making,2,11
1,721,Moral Philosophy and Ethical Decision-Making,2,10
1,721,Moral Philosophy and Ethical Decision-Making,2,13
1,721,Moral Philosophy and Ethical Decision-Making,2,10
1,721,Moral Philosophy and Ethical Decision-Making,2,9
1,721,Moral Philosophy and Ethical Decision-Making,2,11
1,721,Post-Apocalyptic History and Archaeology,1,8.5
1,721,Post-Apocalyptic History and Archaeology,1,8
1,721,Post-Apocalyptic History and Archaeology,1,9
1,721,Radiation Ecology and Environmental Science,2,15
1,721,Radiation Ecology and Environmental Science,2,12
1,721,Radiation Ecology and Environmental Science,2,10
1,721,Radiation Ecology and Environmental Science,2,8
1,721,Radiation Ecology and Environmental Science,2,6.5
1,721,Radiation Ecology and Environmental Science,2,15
1,721,Renewable Energy and Sustainable Living,2,14.1
1,721,Renewable Energy and Sustainable Living,2,19.1
1,721,Renewable Energy and Sustainable Living,2,11.7
1,721,Renewable Energy and Sustainable Living,2,14.3
1,721,Renewable Energy and Sustainable Living,2,13.9
1,721,Renewable Energy and Sustainable Living,2,12.6
1,721,Renewable Energy and Sustainable Living,2,10.6
1,721,Scavenging and Resource Management,2,8
1,721,Scavenging and Resource Management,2,7
1,721,Scavenging and Resource Management,2,8
1,721,Scavenging and Resource Management,2,9
1,721,Survival Skills and Wilderness Medicine,1,13
1,721,Survival Skills and Wilderness Medicine,1,14
1,721,Survival Skills and Wilderness Medicine,1,13.5
1,721,Survival Skills and Wilderness Medicine,1,13
1,747,Art and Expression in a Post-Apocalyptic World,1,10.5
1,747,Art and Expression in a Post-Apocalyptic World,1,12.7
1,747,Art and Expression in a Post-Apocalyptic World,1,7.2
1,747,Art and Expression in a Post-Apocalyptic World,1,5.8
1,747,Art and Expression in a Post-Apocalyptic World,1,9
1,747,Art and Expression in a Post-Apocalyptic World,1,9.1
1,747,Art and Expression in a Post-Apocalyptic World,1,12.8
1,747,Art and Expression in a Post-Apocalyptic World,1,11.6
1,747,Art and Expression in a Post-Apocalyptic World,1,11.5
1,747,Combat Tactics and Self-Defense,2,12
1,747,Combat Tactics and Self-Defense,2,12
1,747,Combat Tactics and Self-Defense,2,11
1,747,Combat Tactics and Self-Defense,2,18
1,747,Combat Tactics and Self-Defense,2,16
1,747,Combat Tactics and Self-Defense,2,14
1,747,Community Building and Social Organization,1,11
1,747,Community Building and Social Organization,1,8
1,747,Community Building and Social Organization,1,8
1,747,Community Building and Social Organization,1,7
1,747,Mechanical Engineering and Vehicle Repair,1,10
1,747,Mechanical Engineering and Vehicle Repair,1,9
1,747,Mechanical Engineering and Vehicle Repair,1,10
1,747,Mechanical Engineering and Vehicle Repair,1,10
1,747,Moral Philosophy and Ethical Decision-Making,2,5
1,747,Moral Philosophy and Ethical Decision-Making,2,10
1,747,Moral Philosophy and Ethical Decision-Making,2,8
1,747,Moral Philosophy and Ethical Decision-Making,2,9
1,747,Moral Philosophy and Ethical Decision-Making,2,10
1,747,Moral Philosophy and Ethical Decision-Making,2,5
1,747,Post-Apocalyptic History and Archaeology,1,6
1,747,Post-Apocalyptic History and Archaeology,1,11.5
1,747,Post-Apocalyptic History and Archaeology,1,5
1,747,Radiation Ecology and Environmental Science,2,14
1,747,Radiation Ecology and Environmental Science,2,18
1,747,Radiation Ecology and Environmental Science,2,17.5
1,747,Radiation Ecology and Environmental Science,2,16
1,747,Radiation Ecology and Environmental Science,2,15
1,747,Radiation Ecology and Environmental Science,2,19.5
1,747,Renewable Energy and Sustainable Living,2,13.3
1,747,Renewable Energy and Sustainable Living,2,16
1,747,Renewable Energy and Sustainable Living,2,12.2
1,747,Renewable Energy and Sustainable Living,2,14.2
1,747,Renewable Energy and Sustainable Living,2,12.5
1,747,Renewable Energy and Sustainable Living,2,15.2
1,747,Renewable Energy and Sustainable Living,2,14.6
1,747,Scavenging and Resource Management,2,8
1,747,Scavenging and Resource Management,2,8
1,747,Scavenging and Resource Management,2,5
1,747,Scavenging and Resource Management,2,6
1,747,Survival Skills and Wilderness Medicine,1,14.5
1,747,Survival Skills and Wilderness Medicine,1,12
1,747,Survival Skills and Wilderness Medicine,1,12.5
1,747,Survival Skills and Wilderness Medicine,1,15
1,748,Art and Expression in a Post-Apocalyptic World,1,9.2
1,748,Art and Expression in a Post-Apocalyptic World,1,9
1,748,Art and Expression in a Post-Apocalyptic World,1,9.3
1,748,Art and Expression in a Post-Apocalyptic World,1,11.1
1,748,Art and Expression in a Post-Apocalyptic World,1,9.4
1,748,Art and Expression in a Post-Apocalyptic World,1,8.5
1,748,Art and Expression in a Post-Apocalyptic World,1,8.7
1,748,Art and Expression in a Post-Apocalyptic World,1,6.5
1,748,Art and Expression in a Post-Apocalyptic World,1,10
1,748,Combat Tactics and Self-Defense,2,16
1,748,Combat Tactics and Self-Defense,2,15
1,748,Combat Tactics and Self-Defense,2,11
1,748,Combat Tactics and Self-Defense,2,13
1,748,Combat Tactics and Self-Defense,2,13
1,748,Combat Tactics and Self-Defense,2,14
1,748,Combat Tactics and Self-Defense,2,13
1,748,Community Building and Social Organization,1,11
1,748,Community Building and Social Organization,1,7
1,748,Community Building and Social Organization,1,9
1,748,Community Building and Social Organization,1,7
1,748,Mechanical Engineering and Vehicle Repair,1,12
1,748,Mechanical Engineering and Vehicle Repair,1,11
1,748,Mechanical Engineering and Vehicle Repair,1,8
1,748,Mechanical Engineering and Vehicle Repair,1,10
1,748,Mechanical Engineering and Vehicle Repair,1,10
1,748,Moral Philosophy and Ethical Decision-Making,2,7
1,748,Moral Philosophy and Ethical Decision-Making,2,5
1,748,Moral Philosophy and Ethical Decision-Making,2,12
1,748,Moral Philosophy and Ethical Decision-Making,2,6
1,748,Moral Philosophy and Ethical Decision-Making,2,7
1,748,Moral Philosophy and Ethical Decision-Making,2,9
1,748,Post-Apocalyptic History and Archaeology,1,9
1,748,Post-Apocalyptic History and Archaeology,1,7
1,748,Post-Apocalyptic History and Archaeology,1,12.5
1,748,Radiation Ecology and Environmental Science,2,17.5
1,748,Radiation Ecology and Environmental Science,2,12
1,748,Radiation Ecology and Environmental Science,2,16
1,748,Radiation Ecology and Environmental Science,2,12
1,748,Radiation Ecology and Environmental Science,2,10.5
1,748,Radiation Ecology and Environmental Science,2,17
1,748,Renewable Energy and Sustainable Living,2,14.1
1,748,Renewable Energy and Sustainable Living,2,20
1,748,Renewable Energy and Sustainable Living,2,11.7
1,748,Renewable Energy and Sustainable Living,2,13.3
1,748,Renewable Energy and Sustainable Living,2,11.1
1,748,Renewable Energy and Sustainable Living,2,14.7
1,748,Renewable Energy and Sustainable Living,2,14.1
1,748,Scavenging and Resource Management,2,7
1,748,Scavenging and Resource Management,2,7
1,748,Scavenging and Resource Management,2,8
1,748,Scavenging and Resource Management,2,7
1,748,Survival Skills and Wilderness Medicine,1,13
1,748,Survival Skills and Wilderness Medicine,1,13
1,748,Survival Skills and Wilderness Medicine,1,14.5
1,754,Art and Expression in a Post-Apocalyptic World,1,9.1
1,754,Art and Expression in a Post-Apocalyptic World,1,9.9
1,754,Art and Expression in a Post-Apocalyptic World,1,11.2
1,754,Art and Expression in a Post-Apocalyptic World,1,8.8
1,754,Art and Expression in a Post-Apocalyptic World,1,8.5
1,754,Art and Expression in a Post-Apocalyptic World,1,11.5
1,754,Art and Expression in a Post-Apocalyptic World,1,16.5
1,754,Art and Expression in a Post-Apocalyptic World,1,9
1,754,Combat Tactics and Self-Defense,2,12
1,754,Combat Tactics and Self-Defense,2,20
1,754,Combat Tactics and Self-Defense,2,13
1,754,Combat Tactics and Self-Defense,2,14
1,754,Combat Tactics and Self-Defense,2,12
1,754,Combat Tactics and Self-Defense,2,15
1,754,Combat Tactics and Self-Defense,2,15
1,754,Community Building and Social Organization,1,9
1,754,Community Building and Social Organization,1,9
1,754,Community Building and Social Organization,1,9
1,754,Community Building and Social Organization,1,6
1,754,Mechanical Engineering and Vehicle Repair,1,11
1,754,Mechanical Engineering and Vehicle Repair,1,8
1,754,Mechanical Engineering and Vehicle Repair,1,8
1,754,Mechanical Engineering and Vehicle Repair,1,11
1,754,Mechanical Engineering and Vehicle Repair,1,9
1,754,Moral Philosophy and Ethical Decision-Making,2,10
1,754,Moral Philosophy and Ethical Decision-Making,2,8
1,754,Moral Philosophy and Ethical Decision-Making,2,11
1,754,Moral Philosophy and Ethical Decision-Making,2,5
1,754,Moral Philosophy and Ethical Decision-Making,2,7
1,754,Moral Philosophy and Ethical Decision-Making,2,8
1,754,Post-Apocalyptic History and Archaeology,1,7.5
1,754,Post-Apocalyptic History and Archaeology,1,2.5
1,754,Post-Apocalyptic History and Archaeology,1,7
1,754,Radiation Ecology and Environmental Science,2,17.5
1,754,Radiation Ecology and Environmental Science,2,15.5
1,754,Radiation Ecology and Environmental Science,2,20
1,754,Radiation Ecology and Environmental Science,2,7.5
1,754,Radiation Ecology and Environmental Science,2,8
1,754,Radiation Ecology and Environmental Science,2,16
1,754,Renewable Energy and Sustainable Living,2,12.6
1,754,Renewable Energy and Sustainable Living,2,20
1,754,Renewable Energy and Sustainable Living,2,12.3
1,754,Renewable Energy and Sustainable Living,2,20
1,754,Renewable Energy and Sustainable Living,2,13
1,754,Renewable Energy and Sustainable Living,2,13.4
1,754,Renewable Energy and Sustainable Living,2,16.7
1,754,Scavenging and Resource Management,2,7
1,754,Scavenging and Resource Management,2,7
1,754,Scavenging and Resource Management,2,7
1,754,Scavenging and Resource Management,2,8
1,754,Survival Skills and Wilderness Medicine,1,14.5
1,754,Survival Skills and Wilderness Medicine,1,13.5
1,754,Survival Skills and Wilderness Medicine,1,12
1,754,Survival Skills and Wilderness Medicine,1,13
1,767,Art and Expression in a Post-Apocalyptic World,1,8.8
1,767,Art and Expression in a Post-Apocalyptic World,1,6.3
1,767,Art and Expression in a Post-Apocalyptic World,1,7
1,767,Art and Expression in a Post-Apocalyptic World,1,8.4
1,767,Art and Expression in a Post-Apocalyptic World,1,6.3
1,767,Art and Expression in a Post-Apocalyptic World,1,14.2
1,767,Art and Expression in a Post-Apocalyptic World,1,6.4
1,767,Art and Expression in a Post-Apocalyptic World,1,9.3
1,767,Art and Expression in a Post-Apocalyptic World,1,9
1,767,Combat Tactics and Self-Defense,2,13
1,767,Combat Tactics and Self-Defense,2,14
1,767,Combat Tactics and Self-Defense,2,18
1,767,Combat Tactics and Self-Defense,2,10
1,767,Combat Tactics and Self-Defense,2,14
1,767,Combat Tactics and Self-Defense,2,9
1,767,Combat Tactics and Self-Defense,2,14
1,767,Community Building and Social Organization,1,9
1,767,Community Building and Social Organization,1,10
1,767,Community Building and Social Organization,1,7
1,767,Community Building and Social Organization,1,6
1,767,Mechanical Engineering and Vehicle Repair,1,9
1,767,Mechanical Engineering and Vehicle Repair,1,12
1,767,Mechanical Engineering and Vehicle Repair,1,9
1,767,Mechanical Engineering and Vehicle Repair,1,9
1,767,Mechanical Engineering and Vehicle Repair,1,11
1,767,Moral Philosophy and Ethical Decision-Making,2,7
1,767,Moral Philosophy and Ethical Decision-Making,2,7
1,767,Moral Philosophy and Ethical Decision-Making,2,10
1,767,Moral Philosophy and Ethical Decision-Making,2,8
1,767,Moral Philosophy and Ethical Decision-Making,2,8
1,767,Moral Philosophy and Ethical Decision-Making,2,9
1,767,Post-Apocalyptic History and Archaeology,1,7
1,767,Post-Apocalyptic History and Archaeology,1,10
1,767,Post-Apocalyptic History and Archaeology,1,10.5
1,767,Radiation Ecology and Environmental Science,2,10.5
1,767,Radiation Ecology and Environmental Science,2,18
1,767,Radiation Ecology and Environmental Science,2,11
1,767,Radiation Ecology and Environmental Science,2,8
1,767,Radiation Ecology and Environmental Science,2,9
1,767,Radiation Ecology and Environmental Science,2,12.5
1,767,Renewable Energy and Sustainable Living,2,18.9
1,767,Renewable Energy and Sustainable Living,2,16.3
1,767,Renewable Energy and Sustainable Living,2,9.9
1,767,Renewable Energy and Sustainable Living,2,11.8
1,767,Renewable Energy and Sustainable Living,2,10.5
1,767,Renewable Energy and Sustainable Living,2,18.1
1,767,Renewable Energy and Sustainable Living,2,9.9
1,767,Scavenging and Resource Management,2,7
1,767,Scavenging and Resource Management,2,7
1,767,Scavenging and Resource Management,2,6
1,767,Scavenging and Resource Management,2,9
1,767,Survival Skills and Wilderness Medicine,1,13.5
1,767,Survival Skills and Wilderness Medicine,1,14
1,767,Survival Skills and Wilderness Medicine,1,13
1,767,Survival Skills and Wilderness Medicine,1,12
1,772,Art and Expression in a Post-Apocalyptic World,1,9
1,772,Art and Expression in a Post-Apocalyptic World,1,10.7
1,772,Art and Expression in a Post-Apocalyptic World,1,9.5
1,772,Art and Expression in a Post-Apocalyptic World,1,7.8
1,772,Art and Expression in a Post-Apocalyptic World,1,9.6
1,772,Art and Expression in a Post-Apocalyptic World,1,12.2
1,772,Art and Expression in a Post-Apocalyptic World,1,9.5
1,772,Art and Expression in a Post-Apocalyptic World,1,8.3
1,772,Art and Expression in a Post-Apocalyptic World,1,7
1,772,Combat Tactics and Self-Defense,2,17
1,772,Combat Tactics and Self-Defense,2,13
1,772,Combat Tactics and Self-Defense,2,12
1,772,Combat Tactics and Self-Defense,2,12
1,772,Combat Tactics and Self-Defense,2,12
1,772,Combat Tactics and Self-Defense,2,13
1,772,Combat Tactics and Self-Defense,2,13
1,772,Community Building and Social Organization,1,9
1,772,Community Building and Social Organization,1,9
1,772,Community Building and Social Organization,1,10
1,772,Community Building and Social Organization,1,9
1,772,Mechanical Engineering and Vehicle Repair,1,8
1,772,Mechanical Engineering and Vehicle Repair,1,8
1,772,Mechanical Engineering and Vehicle Repair,1,12
1,772,Mechanical Engineering and Vehicle Repair,1,10
1,772,Mechanical Engineering and Vehicle Repair,1,9
1,772,Moral Philosophy and Ethical Decision-Making,2,8
1,772,Moral Philosophy and Ethical Decision-Making,2,12
1,772,Moral Philosophy and Ethical Decision-Making,2,9
1,772,Moral Philosophy and Ethical Decision-Making,2,11
1,772,Moral Philosophy and Ethical Decision-Making,2,8
1,772,Moral Philosophy and Ethical Decision-Making,2,4
1,772,Post-Apocalyptic History and Archaeology,1,11.5
1,772,Post-Apocalyptic History and Archaeology,1,10.5
1,772,Post-Apocalyptic History and Archaeology,1,12.5
1,772,Radiation Ecology and Environmental Science,2,10.5
1,772,Radiation Ecology and Environmental Science,2,17
1,772,Radiation Ecology and Environmental Science,2,16
1,772,Radiation Ecology and Environmental Science,2,17
1,772,Radiation Ecology and Environmental Science,2,9
1,772,Renewable Energy and Sustainable Living,2,14.2
1,772,Renewable Energy and Sustainable Living,2,12.1
1,772,Renewable Energy and Sustainable Living,2,17
1,772,Renewable Energy and Sustainable Living,2,15
1,772,Renewable Energy and Sustainable Living,2,13.6
1,772,Renewable Energy and Sustainable Living,2,14.5
1,772,Renewable Energy and Sustainable Living,2,10.6
1,772,Scavenging and Resource Management,2,7
1,772,Scavenging and Resource Management,2,8
1,772,Scavenging and Resource Management,2,8
1,772,Scavenging and Resource Management,2,6
1,772,Survival Skills and Wilderness Medicine,1,13
1,772,Survival Skills and Wilderness Medicine,1,13.5
1,772,Survival Skills and Wilderness Medicine,1,13
1,772,Survival Skills and Wilderness Medicine,1,14
1,776,Art and Expression in a Post-Apocalyptic World,1,11.8
1,776,Art and Expression in a Post-Apocalyptic World,1,8.7
1,776,Art and Expression in a Post-Apocalyptic World,1,11.3
1,776,Art and Expression in a Post-Apocalyptic World,1,11
1,776,Art and Expression in a Post-Apocalyptic World,1,12
1,776,Art and Expression in a Post-Apocalyptic World,1,8.9
1,776,Art and Expression in a Post-Apocalyptic World,1,8.5
1,776,Art and Expression in a Post-Apocalyptic World,1,8.5
1,776,Art and Expression in a Post-Apocalyptic World,1,10.8
1,776,Combat Tactics and Self-Defense,2,14
1,776,Combat Tactics and Self-Defense,2,10
1,776,Combat Tactics and Self-Defense,2,13
1,776,Combat Tactics and Self-Defense,2,14
1,776,Combat Tactics and Self-Defense,2,12
1,776,Combat Tactics and Self-Defense,2,16
1,776,Combat Tactics and Self-Defense,2,14
1,776,Community Building and Social Organization,1,8
1,776,Community Building and Social Organization,1,11
1,776,Community Building and Social Organization,1,10
1,776,Community Building and Social Organization,1,8
1,776,Mechanical Engineering and Vehicle Repair,1,13
1,776,Mechanical Engineering and Vehicle Repair,1,12
1,776,Mechanical Engineering and Vehicle Repair,1,10
1,776,Mechanical Engineering and Vehicle Repair,1,10
1,776,Mechanical Engineering and Vehicle Repair,1,10
1,776,Moral Philosophy and Ethical Decision-Making,2,7
1,776,Moral Philosophy and Ethical Decision-Making,2,9
1,776,Moral Philosophy and Ethical Decision-Making,2,7
1,776,Moral Philosophy and Ethical Decision-Making,2,10
1,776,Moral Philosophy and Ethical Decision-Making,2,11
1,776,Post-Apocalyptic History and Archaeology,1,5
1,776,Post-Apocalyptic History and Archaeology,1,6
1,776,Post-Apocalyptic History and Archaeology,1,5.5
1,776,Radiation Ecology and Environmental Science,2,13
1,776,Radiation Ecology and Environmental Science,2,9
1,776,Radiation Ecology and Environmental Science,2,10.5
1,776,Radiation Ecology and Environmental Science,2,14
1,776,Radiation Ecology and Environmental Science,2,14
1,776,Radiation Ecology and Environmental Science,2,11.5
1,776,Renewable Energy and Sustainable Living,2,12.3
1,776,Renewable Energy and Sustainable Living,2,12.9
1,776,Renewable Energy and Sustainable Living,2,20
1,776,Renewable Energy and Sustainable Living,2,12.1
1,776,Renewable Energy and Sustainable Living,2,13.1
1,776,Renewable Energy and Sustainable Living,2,14.4
1,776,Scavenging and Resource Management,2,7
1,776,Scavenging and Resource Management,2,8
1,776,Scavenging and Resource Management,2,7
1,776,Scavenging and Resource Management,2,8
1,776,Survival Skills and Wilderness Medicine,1,12
1,776,Survival Skills and Wilderness Medicine,1,14.5
1,776,Survival Skills and Wilderness Medicine,1,13.5
1,776,Survival Skills and Wilderness Medicine,1,13.5
1,789,Art and Expression in a Post-Apocalyptic World,1,9.2
1,789,Art and Expression in a Post-Apocalyptic World,1,6.9
1,789,Art and Expression in a Post-Apocalyptic World,1,10.9
1,789,Art and Expression in a Post-Apocalyptic World,1,10.9
1,789,Art and Expression in a Post-Apocalyptic World,1,9.3
1,789,Art and Expression in a Post-Apocalyptic World,1,12.7
1,789,Art and Expression in a Post-Apocalyptic World,1,9.7
1,789,Art and Expression in a Post-Apocalyptic World,1,7.8
1,789,Combat Tactics and Self-Defense,2,12
1,789,Combat Tactics and Self-Defense,2,15
1,789,Combat Tactics and Self-Defense,2,11
1,789,Combat Tactics and Self-Defense,2,9
1,789,Combat Tactics and Self-Defense,2,16
1,789,Combat Tactics and Self-Defense,2,13
1,789,Community Building and Social Organization,1,7
1,789,Community Building and Social Organization,1,10
1,789,Community Building and Social Organization,1,7
1,789,Mechanical Engineering and Vehicle Repair,1,9
1,789,Mechanical Engineering and Vehicle Repair,1,9
1,789,Mechanical Engineering and Vehicle Repair,1,11
1,789,Mechanical Engineering and Vehicle Repair,1,11
1,789,Mechanical Engineering and Vehicle Repair,1,10
1,789,Moral Philosophy and Ethical Decision-Making,2,11
1,789,Moral Philosophy and Ethical Decision-Making,2,6
1,789,Moral Philosophy and Ethical Decision-Making,2,6
1,789,Moral Philosophy and Ethical Decision-Making,2,9
1,789,Moral Philosophy and Ethical Decision-Making,2,12
1,789,Moral Philosophy and Ethical Decision-Making,2,12
1,789,Post-Apocalyptic History and Archaeology,1,12
1,789,Post-Apocalyptic History and Archaeology,1,6.5
1,789,Post-Apocalyptic History and Archaeology,1,10
1,789,Radiation Ecology and Environmental Science,2,17
1,789,Radiation Ecology and Environmental Science,2,14
1,789,Radiation Ecology and Environmental Science,2,10.5
1,789,Radiation Ecology and Environmental Science,2,17
1,789,Radiation Ecology and Environmental Science,2,18
1,789,Radiation Ecology and Environmental Science,2,7.5
1,789,Renewable Energy and Sustainable Living,2,8.2
1,789,Renewable Energy and Sustainable Living,2,13.7
1,789,Renewable Energy and Sustainable Living,2,15.8
1,789,Renewable Energy and Sustainable Living,2,9.7
1,789,Renewable Energy and Sustainable Living,2,18.7
1,789,Renewable Energy and Sustainable Living,2,14.9
1,789,Renewable Energy and Sustainable Living,2,11.7
1,789,Scavenging and Resource Management,2,9
1,789,Scavenging and Resource Management,2,8
1,789,Scavenging and Resource Management,2,5
1,789,Scavenging and Resource Management,2,7
1,789,Survival Skills and Wilderness Medicine,1,15.5
1,789,Survival Skills and Wilderness Medicine,1,12.5
1,789,Survival Skills and Wilderness Medicine,1,11.5
1,789,Survival Skills and Wilderness Medicine,1,11.5
1,816,Art and Expression in a Post-Apocalyptic World,1,12.2
1,816,Art and Expression in a Post-Apocalyptic World,1,11.2
1,816,Art and Expression in a Post-Apocalyptic World,1,8.9
1,816,Art and Expression in a Post-Apocalyptic World,1,7.9
1,816,Art and Expression in a Post-Apocalyptic World,1,9.3
1,816,Art and Expression in a Post-Apocalyptic World,1,8.8
1,816,Art and Expression in a Post-Apocalyptic World,1,9
1,816,Art and Expression in a Post-Apocalyptic World,1,10.6
1,816,Art and Expression in a Post-Apocalyptic World,1,9.7
1,816,Combat Tactics and Self-Defense,2,15
1,816,Combat Tactics and Self-Defense,2,13
1,816,Combat Tactics and Self-Defense,2,15
1,816,Combat Tactics and Self-Defense,2,12
1,816,Combat Tactics and Self-Defense,2,13
1,816,Combat Tactics and Self-Defense,2,16
1,816,Combat Tactics and Self-Defense,2,14
1,816,Community Building and Social Organization,1,8
1,816,Community Building and Social Organization,1,6
1,816,Community Building and Social Organization,1,9
1,816,Mechanical Engineering and Vehicle Repair,1,10
1,816,Mechanical Engineering and Vehicle Repair,1,9
1,816,Mechanical Engineering and Vehicle Repair,1,9
1,816,Mechanical Engineering and Vehicle Repair,1,11
1,816,Mechanical Engineering and Vehicle Repair,1,10
1,816,Moral Philosophy and Ethical Decision-Making,2,10
1,816,Moral Philosophy and Ethical Decision-Making,2,8
1,816,Moral Philosophy and Ethical Decision-Making,2,8
1,816,Moral Philosophy and Ethical Decision-Making,2,8
1,816,Moral Philosophy and Ethical Decision-Making,2,10
1,816,Moral Philosophy and Ethical Decision-Making,2,8
1,816,Post-Apocalyptic History and Archaeology,1,9.5
1,816,Post-Apocalyptic History and Archaeology,1,10.5
1,816,Post-Apocalyptic History and Archaeology,1,8.5
1,816,Radiation Ecology and Environmental Science,2,12.5
1,816,Radiation Ecology and Environmental Science,2,16.5
1,816,Radiation Ecology and Environmental Science,2,17
1,816,Radiation Ecology and Environmental Science,2,11.5
1,816,Radiation Ecology and Environmental Science,2,15.5
1,816,Radiation Ecology and Environmental Science,2,13
1,816,Renewable Energy and Sustainable Living,2,6.4
1,816,Renewable Energy and Sustainable Living,2,16
1,816,Renewable Energy and Sustainable Living,2,13.8
1,816,Renewable Energy and Sustainable Living,2,14.5
1,816,Renewable Energy and Sustainable Living,2,6
1,816,Renewable Energy and Sustainable Living,2,13.6
1,816,Renewable Energy and Sustainable Living,2,19.9
1,816,Scavenging and Resource Management,2,8
1,816,Scavenging and Resource Management,2,7
1,816,Scavenging and Resource Management,2,9
1,816,Scavenging and Resource Management,2,7
1,816,Survival Skills and Wilderness Medicine,1,13.5
1,816,Survival Skills and Wilderness Medicine,1,13.5
1,816,Survival Skills and Wilderness Medicine,1,11.5
1,816,Survival Skills and Wilderness Medicine,1,13.5
1,843,Art and Expression in a Post-Apocalyptic World,1,8.7
1,843,Art and Expression in a Post-Apocalyptic World,1,15.3
1,843,Art and Expression in a Post-Apocalyptic World,1,9.5
1,843,Art and Expression in a Post-Apocalyptic World,1,8.3
1,843,Art and Expression in a Post-Apocalyptic World,1,7.3
1,843,Art and Expression in a Post-Apocalyptic World,1,9.4
1,843,Art and Expression in a Post-Apocalyptic World,1,10.3
1,843,Art and Expression in a Post-Apocalyptic World,1,7.3
1,843,Art and Expression in a Post-Apocalyptic World,1,8.4
1,843,Combat Tactics and Self-Defense,2,19
1,843,Combat Tactics and Self-Defense,2,9
1,843,Combat Tactics and Self-Defense,2,12
1,843,Combat Tactics and Self-Defense,2,15
1,843,Combat Tactics and Self-Defense,2,11
1,843,Combat Tactics and Self-Defense,2,10
1,843,Combat Tactics and Self-Defense,2,14
1,843,Community Building and Social Organization,1,8
1,843,Community Building and Social Organization,1,8
1,843,Community Building and Social Organization,1,10
1,843,Community Building and Social Organization,1,12
1,843,Mechanical Engineering and Vehicle Repair,1,9
1,843,Mechanical Engineering and Vehicle Repair,1,12
1,843,Mechanical Engineering and Vehicle Repair,1,9
1,843,Mechanical Engineering and Vehicle Repair,1,11
1,843,Moral Philosophy and Ethical Decision-Making,2,6
1,843,Moral Philosophy and Ethical Decision-Making,2,9
1,843,Moral Philosophy and Ethical Decision-Making,2,8
1,843,Moral Philosophy and Ethical Decision-Making,2,8
1,843,Moral Philosophy and Ethical Decision-Making,2,8
1,843,Moral Philosophy and Ethical Decision-Making,2,7
1,843,Post-Apocalyptic History and Archaeology,1,8
1,843,Post-Apocalyptic History and Archaeology,1,8
1,843,Post-Apocalyptic History and Archaeology,1,7.5
1,843,Radiation Ecology and Environmental Science,2,18
1,843,Radiation Ecology and Environmental Science,2,12.5
1,843,Radiation Ecology and Environmental Science,2,9
1,843,Radiation Ecology and Environmental Science,2,13
1,843,Radiation Ecology and Environmental Science,2,8.5
1,843,Radiation Ecology and Environmental Science,2,14.5
1,843,Renewable Energy and Sustainable Living,2,6.2
1,843,Renewable Energy and Sustainable Living,2,6.9
1,843,Renewable Energy and Sustainable Living,2,18.8
1,843,Renewable Energy and Sustainable Living,2,10.9
1,843,Renewable Energy and Sustainable Living,2,11.1
1,843,Renewable Energy and Sustainable Living,2,12.2
1,843,Renewable Energy and Sustainable Living,2,17.8
1,843,Scavenging and Resource Management,2,7
1,843,Scavenging and Resource Management,2,8
1,843,Scavenging and Resource Management,2,7
1,843,Scavenging and Resource Management,2,7
1,843,Survival Skills and Wilderness Medicine,1,11.5
1,843,Survival Skills and Wilderness Medicine,1,14
1,843,Survival Skills and Wilderness Medicine,1,12.5
1,843,Survival Skills and Wilderness Medicine,1,12
1,856,Art and Expression in a Post-Apocalyptic World,1,12.4
1,856,Art and Expression in a Post-Apocalyptic World,1,11.9
1,856,Art and Expression in a Post-Apocalyptic World,1,11.5
1,856,Art and Expression in a Post-Apocalyptic World,1,10.6
1,856,Art and Expression in a Post-Apocalyptic World,1,9.6
1,856,Art and Expression in a Post-Apocalyptic World,1,8.2
1,856,Art and Expression in a Post-Apocalyptic World,1,4.6
1,856,Art and Expression in a Post-Apocalyptic World,1,9.4
1,856,Art and Expression in a Post-Apocalyptic World,1,9.6
1,856,Combat Tactics and Self-Defense,2,12
1,856,Combat Tactics and Self-Defense,2,13
1,856,Combat Tactics and Self-Defense,2,14
1,856,Combat Tactics and Self-Defense,2,18
1,856,Combat Tactics and Self-Defense,2,16
1,856,Combat Tactics and Self-Defense,2,10
1,856,Community Building and Social Organization,1,9
1,856,Community Building and Social Organization,1,9
1,856,Community Building and Social Organization,1,8
1,856,Community Building and Social Organization,1,6
1,856,Mechanical Engineering and Vehicle Repair,1,12
